1001,Seguridad Industrial,Calzado de Seguridad,Botín,Puntera Plástica Calzado Visita,http://www.kupfer.cl/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/p/u/punteras_2_.png,"<div class=""contab"" id=""t3"">
	
				  
		<ul>
			<li>SKU: 34167</li>
			<li>Cod. Proveedor: </li>
			<li>Marca: </li>
			<li>País Procedencia: </li>
			<li>Categoría Despacho: Pequeño</li>
			<li>Peso: Sin info.</li>
						<li>Medidas Embalaje: Sin info. <span style=""font-size: 10px; font-weight: normal;"">(ancho)</span>, Sin info. <span style=""font-size: 10px; font-weight: normal;"">(alto)</span>, Sin info. <span style=""font-size: 10px; font-weight: normal;"">(largo).</span></li>
		</ul>
		

	<p></p>
</div>",13745,+ Añadir al carro,"<h1>
										Puntera Plástica Calzado Visita									    									</h1>
									<p><p><strong>SKU: 34167</strong></p>
<p><span>Punteras utilizada sobre zapatos para ofrecer un excelente cuidado al pie. </span>Protege contra caídas, objetos rodantes, voladores o impacto accidental causado por herramientas. Al ser livianas, cómodas y de diseño robusto, permiten ser usadas con total comodidad. Ideales para visitas y personal temporario</p>
<p><strong> </strong></p><p></p>",34167
1002,Seguridad Industrial,Calzado de Seguridad,Botas,Puntera Plástica Calzado Visita,http://www.kupfer.cl/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/p/u/punteras_2_.png,"<div class=""contab"" id=""t3"">
	
				  
		<ul>
			<li>SKU: 34167</li>
			<li>Cod. Proveedor: </li>
			<li>Marca: </li>
			<li>País Procedencia: </li>
			<li>Categoría Despacho: Pequeño</li>
			<li>Peso: Sin info.</li>
						<li>Medidas Embalaje: Sin info. <span style=""font-size: 10px; font-weight: normal;"">(ancho)</span>, Sin info. <span style=""font-size: 10px; font-weight: normal;"">(alto)</span>, Sin info. <span style=""font-size: 10px; font-weight: normal;"">(largo).</span></li>
		</ul>
		

	<p></p>
</div>",13745,+ Añadir al carro,"<h1>
										Puntera Plástica Calzado Visita									    									</h1>
									<p><p><strong>SKU: 34167</strong></p>
<p><span>Punteras utilizada sobre zapatos para ofrecer un excelente cuidado al pie. </span>Protege contra caídas, objetos rodantes, voladores o impacto accidental causado por herramientas. Al ser livianas, cómodas y de diseño robusto, permiten ser usadas con total comodidad. Ideales para visitas y personal temporario</p>
<p><strong> </strong></p><p></p>",34167
1003,Seguridad Industrial,Calzado de Seguridad,Zapatos,Puntera Plástica Calzado Visita,http://www.kupfer.cl/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/p/u/punteras_2_.png,"<div class=""contab"" id=""t3"">
	
				  
		<ul>
			<li>SKU: 34167</li>
			<li>Cod. Proveedor: </li>
			<li>Marca: </li>
			<li>País Procedencia: </li>
			<li>Categoría Despacho: Pequeño</li>
			<li>Peso: Sin info.</li>
						<li>Medidas Embalaje: Sin info. <span style=""font-size: 10px; font-weight: normal;"">(ancho)</span>, Sin info. <span style=""font-size: 10px; font-weight: normal;"">(alto)</span>, Sin info. <span style=""font-size: 10px; font-weight: normal;"">(largo).</span></li>
		</ul>
		

	<p></p>
</div>",13745,+ Añadir al carro,"<h1>
										Puntera Plástica Calzado Visita									    									</h1>
									<p><p><strong>SKU: 34167</strong></p>
<p><span>Punteras utilizada sobre zapatos para ofrecer un excelente cuidado al pie. </span>Protege contra caídas, objetos rodantes, voladores o impacto accidental causado por herramientas. Al ser livianas, cómodas y de diseño robusto, permiten ser usadas con total comodidad. Ideales para visitas y personal temporario</p>
<p><strong> </strong></p><p></p>",34167
1004,Seguridad Industrial,Ropa de Trabajo y de Seguridad,Ropa Soldador,Guante Descarne sencillo puño largo,http://www.kupfer.cl/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/6/4/6402_9.png,"<div class=""contab"" id=""t3"">
	
				  
		<ul>
			<li>SKU: 6402</li>
			<li>Cod. Proveedor: N/A</li>
			<li>Marca: N/A</li>
			<li>País Procedencia: N/A</li>
			<li>Categoría Despacho: Pequeño</li>
			<li>Peso: 0,0150Kg</li>
						<li>Medidas Embalaje: 0,14 mts <span style=""font-size: 10px; font-weight: normal;"">(ancho)</span>, 0,02 mts <span style=""font-size: 10px; font-weight: normal;"">(alto)</span>, 0,35 mts <span style=""font-size: 10px; font-weight: normal;"">(largo).</span></li>
		</ul>
		

	<p></p>
</div>",1424,+ Añadir al carro,"<h1>
										Guante Descarne sencillo puño largo									    									</h1>
									<p><p>Guante Descarne sencillo puño largo.</p>
<ul>
<li>Cuero para protección contra objetos ásperos.</li>
<li>Chispas.</li>
<li>Calor moderado y para amortiguar el impacto.</li>
</ul>
<p><a title=""CERTIFICADO"" href=""http://www.seguridadindustrial.cl/kupfer/certificados/general2011.pdf"" target=""_blank"">Descargar Certificado</a></p><p></p>",6402
1005,Seguridad Industrial,Ropa de Trabajo y de Seguridad,Ropa Soldador,Pantalón Soldador Descarne,http://www.kupfer.cl/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/5/9/5913_9.png,"<div class=""contab"" id=""t3"">
	
				  
		<ul>
			<li>SKU: 5913</li>
			<li>Cod. Proveedor: N/A</li>
			<li>Marca: N/A</li>
			<li>País Procedencia: N/A</li>
			<li>Categoría Despacho: Pequeño</li>
			<li>Peso: 0,8500Kg</li>
						<li>Medidas Embalaje: 0.33 mts <span style=""font-size: 10px; font-weight: normal;"">(ancho)</span>, 0.05 mts <span style=""font-size: 10px; font-weight: normal;"">(alto)</span>, 0.40 mts <span style=""font-size: 10px; font-weight: normal;"">(largo).</span></li>
		</ul>
		

	<p></p>
</div>",11900,+ Añadir al carro,"<h1>
										Pantalón Soldador Descarne									    									</h1>
									<p><p><strong>Pantalón Soldador Descarne.</strong></p>
<p>Características</p>
<p>- Pantalón 100% Descarne curtido al cromo.<br>- Doble costura reforzada.<br>- Refuerzo interior en tiro trasero para mayor comodidad del usuario.<br>- Cierre velcro en el frente, sin bolsillo.<br>- Modelo Estándar ,destinado para trabajos de todo tipo de soldadura.</p>
<ul>
</ul>
<p> </p>
<p><a title=""CERTIFICADO"" href=""http://www.seguridadindustrial.cl/kupfer/certificados/Ropa%20cuero%20&%20descarne%20generico%205913%20-%205937%20.pdf"" target=""_blank"">Descargar Certificado</a></p><p></p>",5913
1006,Seguridad Industrial,Ropa de Trabajo y de Seguridad,Ropa Soldador,Chaqueta Soldador Cuero c/velcro broche T-XL,http://www.kupfer.cl/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/5/9/5920_9.png,"<div class=""contab"" id=""t3"">
	
				  
		<ul>
			<li>SKU: 5920</li>
			<li>Cod. Proveedor: N/A</li>
			<li>Marca: Atox</li>
			<li>País Procedencia: N/A</li>
			<li>Categoría Despacho: Pequeño</li>
			<li>Peso: 0,7500Kg</li>
						<li>Medidas Embalaje: 0,38 mts <span style=""font-size: 10px; font-weight: normal;"">(ancho)</span>, 0,02 mts <span style=""font-size: 10px; font-weight: normal;"">(alto)</span>, 0,40 mts <span style=""font-size: 10px; font-weight: normal;"">(largo).</span></li>
		</ul>
		

	<p></p>
</div>",25900,+ Añadir al carro,"<h1>
										Chaqueta Soldador Cuero c/velcro broche T-XL									    									</h1>
									<p><p>Chaqueta de Soldador.</p>
<ul>
<li>Fabricada en Cuero Flor de alta Flexibilidad lo que asegura la movilidad suficiente para el trabajo a desempeñar. </li>
<li>Cuello tipo mao con cierre de velcro. Se utiliza doble costura interior en la confección e hilo Kevlar ignífugo. </li>
<li>Características del Productos:</li>
<li>Cuero: Vacuno o Potro Curtido al Cromo 1ra Selección. </li>
<li>Espesor cuero: 1.2. a 1.3 mm.</li>
<li>Hilo: Kevlar Ignífugo.</li>
</ul>
<p><a title=""CERTIFICADO"" href=""http://www.seguridadindustrial.cl/kupfer/certificados/Ropa%20cuero%20&%20descarne%20generico%205913%20-%205937%20.pdf"" target=""_blank"">Descargar Certificado</a></p><p></p>",5920
1007,Seguridad Industrial,Ropa de Trabajo y de Seguridad,Ropa Soldador,Chaqueta Atox Cuero T-XXL,http://www.kupfer.cl/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/4/34120_9.png,"<div class=""contab"" id=""t3"">
	
				  
		<ul>
			<li>SKU: 34120</li>
			<li>Cod. Proveedor: N/A</li>
			<li>Marca: Atox</li>
			<li>País Procedencia: N/A</li>
			<li>Categoría Despacho: Pequeño</li>
			<li>Peso: 1,2000Kg</li>
						<li>Medidas Embalaje: 0,40 mts <span style=""font-size: 10px; font-weight: normal;"">(ancho)</span>, 0,03 mts <span style=""font-size: 10px; font-weight: normal;"">(alto)</span>, 0,42 mts <span style=""font-size: 10px; font-weight: normal;"">(largo).</span></li>
		</ul>
		

	<p></p>
</div>",42900,+ Añadir al carro,"<h1>
										Chaqueta Atox Cuero T-XXL									    									</h1>
									<p><p><strong>Chaqueta de Soldador Cuero.</strong></p>
<p> </p>
<p>- Fabricada en cuero flor de alta flexibilidad lo que asegura la movilidad suficiente para el trabajo a desempeñar.</p>
<p>- Cuello tipo mao con cierre de velcro. Se utiliza doble costura interior en la confección e hilo Kevlar ignífugo.</p>
<ul>
</ul>
<p> </p>
<p><a title=""CERTIFICADO"" href=""http://www.seguridadindustrial.cl/kupfer/certificados/Ropa%20cuero%20&%20descarne%20generico%205913%20-%205937%20.pdf"" target=""_blank"">Descargar Certificado</a></p><p></p>",34120
1008,Seguridad Industrial,Ropa de Trabajo y de Seguridad,Ropa Soldador,Chaqueta Cuero Atox T-L,http://www.kupfer.cl/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/4/34118_9.png,"<div class=""contab"" id=""t3"">
	
				  
		<ul>
			<li>SKU: 34118</li>
			<li>Cod. Proveedor: N/A</li>
			<li>Marca: Atox</li>
			<li>País Procedencia: N/A</li>
			<li>Categoría Despacho: Pequeño</li>
			<li>Peso: 1,1500Kg</li>
						<li>Medidas Embalaje: 0,35 mts <span style=""font-size: 10px; font-weight: normal;"">(ancho)</span>, 0,03 mts <span style=""font-size: 10px; font-weight: normal;"">(alto)</span>, 0,40 mts <span style=""font-size: 10px; font-weight: normal;"">(largo).</span></li>
		</ul>
		

	<p></p>
</div>",38343,+ Añadir al carro,"<h1>
										Chaqueta Cuero Atox T-L									    									</h1>
									<p><p>Chaqueta de Soldador Cuero.</p>
<ul>
<li>Fabricada en Cuero flor de alta flexibilidad lo que asegura la movilidad suficiente para el trabajo a desempeñar. </li>
<li>Cuello tipo mao con cierre de velcro. </li>
<li>Se utiliza doble costura interior en la confección e hilo Kevlar ignífugo.</li>
</ul>
<p><a title=""CERTIFICADO"" href=""http://www.seguridadindustrial.cl/kupfer/certificados/cuero-soldador.pdf"" target=""_blank"">Descargar Certificado</a></p><p></p>",34118
1009,Seguridad Industrial,Ropa de Trabajo y de Seguridad,Ropa Soldador,Gorro Soldador Cuero,http://www.kupfer.cl/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/5/9/5936_9.png,"<div class=""contab"" id=""t3"">
	
				  
		<ul>
			<li>SKU: 5936</li>
			<li>Cod. Proveedor: N/A</li>
			<li>Marca: Atox</li>
			<li>País Procedencia: N/A</li>
			<li>Categoría Despacho: Pequeño</li>
			<li>Peso: 0,3000Kg</li>
						<li>Medidas Embalaje: 0.25 mts <span style=""font-size: 10px; font-weight: normal;"">(ancho)</span>, 0.03 mts <span style=""font-size: 10px; font-weight: normal;"">(alto)</span>, 0.20 mts <span style=""font-size: 10px; font-weight: normal;"">(largo).</span></li>
		</ul>
		

	<p></p>
</div>",4846,+ Añadir al carro,"<h1>
										Gorro Soldador Cuero									    									</h1>
									<p><p>Gorro Soldador Cuero.</p>
<ul>
<li>Proceso utilizado para la curtición de las materias primas utilizadas en la fabricacion de estos articulos corresponde a un curtido de carácter mineral, al cromo.</li>
<li>El método de selección es por via de espesor, (1.3 - 1.4 mm).</li>
</ul>
<p><a title=""CERTIFICADO"" href=""http://www.seguridadindustrial.cl/kupfer/certificados/Ropa%20cuero%20&%20descarne%20generico%205913%20-%205937%20.pdf"" target=""_blank"">Descargar Certificado</a></p><p></p>",5936
1010,Seguridad Industrial,Ropa de Trabajo y de Seguridad,Ropa Soldador,Manguillas Soldador Cuero,http://www.kupfer.cl/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/5/9/5935_9.png,"<div class=""contab"" id=""t3"">
	
				  
		<ul>
			<li>SKU: 5935</li>
			<li>Cod. Proveedor: N/A</li>
			<li>Marca: Atox</li>
			<li>País Procedencia: N/A</li>
			<li>Categoría Despacho: Pequeño</li>
			<li>Peso: 0,2900Kg</li>
						<li>Medidas Embalaje: 0,22 mts <span style=""font-size: 10px; font-weight: normal;"">(ancho)</span>, 0,03 mts <span style=""font-size: 10px; font-weight: normal;"">(alto)</span>, 0,30 mts <span style=""font-size: 10px; font-weight: normal;"">(largo).</span></li>
		</ul>
		

	<p></p>
</div>",8211,+ Añadir al carro,"<h1>
										Manguillas Soldador Cuero									    									</h1>
									<p><p>Manguilla Soldador Cuero.</p>
<ul>
<li>El proceso utilizado para la curtición de las materias primas utilizadas en la fabricacion de estos articulos corresponde a un curtido de carácter mineral, al cromo.</li>
<li>El metodo de selección es por via de espesor, (1.3 - 1.4 mm).</li>
</ul>
<p><a title=""CERTIFICADO"" href=""http://www.seguridadindustrial.cl/kupfer/certificados/Ropa%20cuero%20&%20descarne%20generico%205913%20-%205937%20.pdf"" target=""_blank"">Descargar Certificado</a></p><p></p>",5935
1011,Seguridad Industrial,Ropa de Trabajo y de Seguridad,Ropa Soldador,Manguillas Soldador Descarne,http://www.kupfer.cl/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/5/9/5934_9.png,"<div class=""contab"" id=""t3"">
	
				  
		<ul>
			<li>SKU: 5934</li>
			<li>Cod. Proveedor: N/A</li>
			<li>Marca: N/A</li>
			<li>País Procedencia: N/A</li>
			<li>Categoría Despacho: Pequeño</li>
			<li>Peso: 0,3500Kg</li>
						<li>Medidas Embalaje: 0,24 mts <span style=""font-size: 10px; font-weight: normal;"">(ancho)</span>, 0,02 mts <span style=""font-size: 10px; font-weight: normal;"">(alto)</span>, 0,59 mts <span style=""font-size: 10px; font-weight: normal;"">(largo).</span></li>
		</ul>
		

	<p></p>
</div>",2832,+ Añadir al carro,"<h1>
										Manguillas Soldador Descarne									    									</h1>
									<p><p>Manguillas Soldador Descarne.</p>
<ul>
<li>El proceso utilizado para la curtición de las materias primas utilizadas en la fabricacion de estos articulos corresponde a un curtido de carácter mineral, al cromo.</li>
<li>El metodo de selección es por via de espesor, (1.3 - 1.4 mm).</li>
</ul>
<p><a title=""CERTIFICADO"" href=""http://www.seguridadindustrial.cl/kupfer/certificados/Ropa%20cuero%20&%20descarne%20generico%205913%20-%205937%20.pdf"" target=""_blank"">Descargar Certificado</a></p><p></p>",5934
1012,Seguridad Industrial,Ropa de Trabajo y de Seguridad,Ropa Soldador,Chaqueta Soldador Descarne,http://www.kupfer.cl/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/5/9/5914_9.png,"<div class=""contab"" id=""t3"">
	
				  
		<ul>
			<li>SKU: 5914</li>
			<li>Cod. Proveedor: N/A</li>
			<li>Marca: N/A</li>
			<li>País Procedencia: N/A</li>
			<li>Categoría Despacho: Pequeño</li>
			<li>Peso: 1,3500Kg</li>
						<li>Medidas Embalaje: 0,38 mts <span style=""font-size: 10px; font-weight: normal;"">(ancho)</span>, 0,02 mts <span style=""font-size: 10px; font-weight: normal;"">(alto)</span>, 0,40 mts <span style=""font-size: 10px; font-weight: normal;"">(largo).</span></li>
		</ul>
		

	<p></p>
</div>",12690,+ Añadir al carro,"<h1>
										Chaqueta Soldador Descarne									    									</h1>
									<p><p>Chaqueta Soldador Descarne.</p>
<p>Característica del Producto:</p>
<ul>
<li>Chaqueta Soldador Descarne Fabricado en cuero descarne curtido al cromo. </li>
<li>Doble costura reforzada. </li>
<li>Gran calidad de terminaciones para mayor comodidad del usuario.</li>
</ul>
<p><a title=""CERTIFICADO"" href=""http://www.seguridadindustrial.cl/kupfer/certificados/Ropa%20cuero%20&%20descarne%20generico%205913%20-%205937%20.pdf"" target=""_blank"">Descargar Certificado</a></p><p></p>",5914
1013,Seguridad Industrial,Ropa de Trabajo y de Seguridad,Ropa de Trabajo,Pantalón Soldador Descarne,http://www.kupfer.cl/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/5/9/5913_9.png,"<div class=""contab"" id=""t3"">
	
				  
		<ul>
			<li>SKU: 5913</li>
			<li>Cod. Proveedor: N/A</li>
			<li>Marca: N/A</li>
			<li>País Procedencia: N/A</li>
			<li>Categoría Despacho: Pequeño</li>
			<li>Peso: 0,8500Kg</li>
						<li>Medidas Embalaje: 0.33 mts <span style=""font-size: 10px; font-weight: normal;"">(ancho)</span>, 0.05 mts <span style=""font-size: 10px; font-weight: normal;"">(alto)</span>, 0.40 mts <span style=""font-size: 10px; font-weight: normal;"">(largo).</span></li>
		</ul>
		

	<p></p>
</div>",11900,+ Añadir al carro,"<h1>
										Pantalón Soldador Descarne									    									</h1>
									<p><p><strong>Pantalón Soldador Descarne.</strong></p>
<p>Características</p>
<p>- Pantalón 100% Descarne curtido al cromo.<br>- Doble costura reforzada.<br>- Refuerzo interior en tiro trasero para mayor comodidad del usuario.<br>- Cierre velcro en el frente, sin bolsillo.<br>- Modelo Estándar ,destinado para trabajos de todo tipo de soldadura.</p>
<ul>
</ul>
<p> </p>
<p><a title=""CERTIFICADO"" href=""http://www.seguridadindustrial.cl/kupfer/certificados/Ropa%20cuero%20&%20descarne%20generico%205913%20-%205937%20.pdf"" target=""_blank"">Descargar Certificado</a></p><p></p>",5913
1014,Seguridad Industrial,Ropa de Trabajo y de Seguridad,Ropa de Trabajo,Chaleco Poliéster supervisor reflectante,http://www.kupfer.cl/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/5/5/5561_9.png,"<div class=""contab"" id=""t3"">
	
				  
		<ul>
			<li>SKU: 5561</li>
			<li>Cod. Proveedor: N/A</li>
			<li>Marca: N/A</li>
			<li>País Procedencia: N/A</li>
			<li>Categoría Despacho: Pequeño</li>
			<li>Peso: 0,2000Kg</li>
						<li>Medidas Embalaje: 0,20 mts <span style=""font-size: 10px; font-weight: normal;"">(ancho)</span>, 0,03 mts <span style=""font-size: 10px; font-weight: normal;"">(alto)</span>, 0,23 mts <span style=""font-size: 10px; font-weight: normal;"">(largo).</span></li>
		</ul>
		

	<p></p>
</div>",1785,+ Añadir al carro,"<h1>
										Chaleco Poliéster supervisor reflectante									    									</h1>
									<p><p>Chaleco Poliéster Supervisor Reflectante.</p>
<ul>
<li>Disponible en: - Malla de Poliéster.</li>
<li>Color: Verde Neón o Naranja.  </li>
<li>Cierre y Ajuste mediante cierre plástico.</li>
<li>Cinturón y tirantes reflectantes de 5"" - Tallas L y XL .</li>
</ul>
<p> </p>
<p><a title=""CERTIFICADO"" href=""http://www.seguridadindustrial.cl/kupfer/certificados/general2011.pdf"" target=""_blank"">Descargar Certificado</a></p><p></p>",5561
